#OG_name	protein_names
OG_1	A0A2K3DNG6_CHLRE A0A2K1KW76_PHYPA USO1_HUMAN GOGC6_ARATH A7RSQ0_NEMVE A7T7T5_NEMVE H3H5P8_PHYRM H3H0H4_PHYRM Q553R1_DICDI A9UY57_MONBE E9AF72_LEIMA Q1K4Z6_NEUCR A0A0D1C041_USTMA F4PCC2_BATDJ
OG_871	A2EPD0_TRIVA THOC2_ARATH A0A0D1BY90_USTMA A7RFE1_NEMVE A7SJH2_NEMVE H3HDR1_PHYRM A0A2K3D2S9_CHLRE A7SLL2_NEMVE F4NSU7_BATDJ A9VCC0_MONBE Q7SAE9_NEUCR Q8I4T6_PLAF7 B8C4I1_THAPS A0BH94_PARTE A2F2B6_TRIVA A0A2K1JV35_PHYPA A7TC81_NEMVE Q54F78_DICDI THOC2_HUMAN
OG_872	H3GJ31_PHYRM A7RMN4_NEMVE H3GTE0_PHYRM B5YP65_THAPS A2FGX6_TRIVA F4P8S6_BATDJ A2DTG9_TRIVA A0C011_PARTE A0D9S1_PARTE A0A2K1JC66_PHYPA A0CVA2_PARTE A2F9K3_TRIVA CHD7_HUMAN CHD8_HUMAN Q54CF8_DICDI A2EPF9_TRIVA Q54UZ8_DICDI B8CAT3_THAPS A0A2K1IUX5_PHYPA H3GEV6_PHYRM H3HCY4_PHYRM B8LC70_THAPS A2DAM4_TRIVA A2FPM0_TRIVA A2FNE0_TRIVA A2ED18_TRIVA A2EGL7_TRIVA A0A2K3DW75_CHLRE CHD9_HUMAN CHD6_HUMAN A0BRC7_PARTE A2FI37_TRIVA
OG_873	A2EPR4_TRIVA A2EPR5_TRIVA A2DWL8_TRIVA A2F1W9_TRIVA DRL38_ARATH
OG_874	TT21A_HUMAN A2E067_TRIVA A2EPZ5_TRIVA A0A2K1ILW4_PHYPA TT21B_HUMAN A0C1F9_PARTE A2E0W4_TRIVA A7RGG0_NEMVE A2FC06_TRIVA H3HCY3_PHYRM H3H8Q3_PHYRM A8B607_GIAIC O97200_LEIMA A9V4A1_MONBE A0CYF8_PARTE A0CXT8_PARTE A0CYF9_PARTE A0CXT7_PARTE F4NST0_BATDJ A0A2K3DN83_CHLRE
OG_875	ERMP1_HUMAN H3GJD1_PHYRM A0A2K1JWB9_PHYPA A0A2K3E2Q6_CHLRE A7RIR1_NEMVE A2EQ01_TRIVA A0A1P8ASM6_ARATH Q0WVZ7_ARATH A0A2K1JD72_PHYPA F4NYG1_BATDJ PFF1_NEUCR A0A2K1K2Y1_PHYPA A0A0D1DSG9_USTMA A2EMB5_TRIVA
OG_876	A2ERK7_TRIVA A2DQE6_TRIVA A2G027_TRIVA A2EQ31_TRIVA A2EGV5_TRIVA H3G9M5_PHYRM E2RTY4_GIAIC
OG_877	A8B5Y1_GIAIC H3H2M3_PHYRM Q4Q2J9_LEIMA A0A2K3CUD8_CHLRE A0A2K3DM40_CHLRE A2FUY9_TRIVA A2DAH7_TRIVA A2E5D3_TRIVA A2FTV3_TRIVA A2EQ44_TRIVA
OG_878	Q55FY5_DICDI Q4QGG7_LEIMA F4NTR3_BATDJ A0A0D1C3C6_USTMA A0CA21_PARTE A0A2K1ID13_PHYPA H3GGW5_PHYRM A0A2K3CSZ2_CHLRE A2FAD4_TRIVA A0DL28_PARTE Q1K8G8_NEUCR F4JF14_ARATH B8C836_THAPS WDHD1_HUMAN A7RUQ2_NEMVE A2EQV9_TRIVA Q8IER6_PLAF7 A2FJY4_TRIVA
OG_879	A9VAX6_MONBE Q7SG50_NEUCR H3GJ35_PHYRM Q8I3L0_PLAF7 A2ER47_TRIVA F4NZN1_BATDJ Q8RXC4_ARATH WDR6_HUMAN B8C693_THAPS A0A2K3DTN8_CHLRE A0A2K1KVR8_PHYPA
OG_880	BCAS3_HUMAN H3GPA1_PHYRM A0A2K1IIG5_PHYPA A0A0D1CPQ2_USTMA A0A2K1K693_PHYPA AT18F_ARATH AT18G_ARATH F4PEQ4_BATDJ A0A2K1IFN9_PHYPA A2ER83_TRIVA Q559F5_DICDI A9V2D1_MONBE AT18H_ARATH A0A2K1IVR9_PHYPA
OG_881	A0CQA4_PARTE A0E8Z5_PARTE A0CWT6_PARTE A0DSV3_PARTE B8BY50_THAPS A2EN26_TRIVA A9V909_MONBE F4NRU3_BATDJ A0A2K1L3D6_PHYPA A0A2K1L6F4_PHYPA A0A2K1KDA9_PHYPA Q4Q3C0_LEIMA PP1G_HUMAN PP1A_HUMAN PP1B_HUMAN B8BX38_THAPS Q4Q3C6_LEIMA Q4Q3C7_LEIMA Q4Q3C8_LEIMA Q4Q3C5_LEIMA Q5D6W2_TRIVA A9V782_MONBE A2DJK6_TRIVA A9S099_PHYPA PP19_ARATH PP1_NEUCR A8B4W2_GIAIC A7RVJ0_NEMVE A2FV06_TRIVA A0DAN9_PARTE A7S8D8_NEMVE A7S8D9_NEMVE A0C357_PARTE A0BU13_PARTE A0C3J6_PARTE A0EIH9_PARTE Q95097_PARTE A0DN20_PARTE A2ETV3_TRIVA B8BUN0_THAPS PP12_ARATH Q4Q8K1_LEIMA PP15_ARATH PP16_ARATH PP14_ARATH PP13_ARATH A0A0D1C654_USTMA A2DV85_TRIVA A0C3J7_PARTE H3GAS5_PHYRM A2FFL0_TRIVA PP11_ARATH PP1_DICDI Q8ILV1_PLAF7 H3GA30_PHYRM A2FKX9_TRIVA A0A0D1DW62_USTMA PP17_ARATH A2DKZ3_TRIVA A2DHX2_TRIVA PP18_ARATH V5IQF0_NEUCR Q4Q5Z8_LEIMA Q9XGU3_CHLRE A0CRE1_PARTE A2E960_TRIVA A2GNS2_TRIVA A2ER98_TRIVA A0DNZ8_PARTE
OG_882	A2G2I4_TRIVA A0DKA6_PARTE A7SE53_NEMVE A7T386_NEMVE A7RS39_NEMVE A7RS40_NEMVE A7RS38_NEMVE A7RSH3_NEMVE A2EJK1_TRIVA A7RG15_NEMVE A7RQB3_NEMVE A7SV41_NEMVE A7RK67_NEMVE A7RK68_NEMVE Q4QBZ3_LEIMA A7RQ08_NEMVE A2ERW0_TRIVA A7S949_NEMVE A7RQ22_NEMVE CLN3_DICDI A7SDZ0_NEMVE A2FXP1_TRIVA A7S0Q9_NEMVE A7SPA3_NEMVE A7RQ39_NEMVE A2FFJ5_TRIVA BTN1_USTMA B8C2U0_THAPS CLN3_HUMAN H3GX09_PHYRM A7RNB6_NEMVE A2E4D8_TRIVA A7SCZ0_NEMVE A9UPW7_MONBE BTN1_NEUCR A7SXL1_NEMVE
OG_883	A2ES35_TRIVA APC7_DICDI APC7_ARATH APC7_HUMAN A9UWD2_MONBE H3GTK7_PHYRM A9RHV0_PHYPA B8C9I9_THAPS A2DF21_TRIVA A7S518_NEMVE A2FDD3_TRIVA F4P9R8_BATDJ
OG_884	BAG3_ARATH F4P6C0_BATDJ BAG2_ARATH Q9LY93_ARATH Q9FM35_ARATH A0A2K1ICM4_PHYPA A0A2K1KPQ8_PHYPA BAG1_ARATH BAG4_ARATH
OG_885	A2EUG2_TRIVA A2FPS3_TRIVA A2G0E7_TRIVA UCKD_DICDI A2HPZ4_TRIVA A2DFR6_TRIVA A2EU56_TRIVA UCKC_DICDI A2EC46_TRIVA TTM2_ARATH A2FLL8_TRIVA TTM1_ARATH A2DSX1_TRIVA A8BIZ7_GIAIC A2EE83_TRIVA A0A2K3D121_CHLRE A8BYJ2_GIAIC A2F8L4_TRIVA A0A2K1ITF8_PHYPA A2DK87_TRIVA F4INB5_ARATH
OG_886	Q869V0_DICDI Q54Q75_DICDI SIPA1_HUMAN RGAP1_DICDI Y1510_DICDI A9UR42_MONBE RGAPB_DICDI Y1806_DICDI A2EWK9_TRIVA SI1L2_HUMAN A9UQ22_MONBE A7SEL9_NEMVE GARL3_HUMAN F4NWQ6_BATDJ RPGP2_HUMAN F4NVP3_BATDJ A7SAA4_NEMVE SI1L1_HUMAN RPGP1_HUMAN A7SIF7_NEMVE A7S022_NEMVE Q54RS9_DICDI SI1L3_HUMAN A2DW49_TRIVA A7T7S1_NEMVE
OG_887	A2EPA1_TRIVA Q7SHA0_NEUCR AKRCA_ARATH Q9SXC0_ARATH Q9FJK0_ARATH B8BUH4_THAPS Q1PFI5_ARATH A2FJD0_TRIVA A2GVI2_TRIVA A2EYY6_TRIVA A0A0D1C7D3_USTMA A2FEH4_TRIVA B5YLL9_THAPS A8BLJ4_GIAIC A2G8W5_TRIVA A8BGX6_GIAIC A2FPE2_TRIVA A0A0D1CG24_USTMA A2DTY8_TRIVA E9ACW1_LEIMA AK1A1_HUMAN Q9SJV1_ARATH Q9SJV2_ARATH AK1C1_HUMAN AK1C2_HUMAN A7TAL8_NEMVE A7RTW5_NEMVE A2FB95_TRIVA Q9NB48_TRIVA A2EHN6_TRIVA A2EXU7_TRIVA A9UWP4_MONBE AK1C3_HUMAN A0A2K1JPJ1_PHYPA A9VBD1_MONBE B8BYP0_THAPS A0A0D1DUI1_USTMA F4K9G7_ARATH AK1BA_HUMAN AKRC8_ARATH ALDR_HUMAN Q7RY53_NEUCR A0A0D1C669_USTMA A0A2K1JYV8_PHYPA A9UUX6_MONBE AKCL2_HUMAN A0A2K3D9Z5_CHLRE A9UZP2_MONBE Q7S3U4_NEUCR A0A2K1KI83_PHYPA AK1D1_HUMAN A9V298_MONBE A2F5N8_TRIVA A7SIT3_NEMVE A3RNH5_NEUCR A2DSY0_TRIVA A0A0D1CBL5_USTMA AK1BF_HUMAN AK1C4_HUMAN AKRCB_ARATH AKRC9_ARATH A0A0D1E7Z5_USTMA F4P9F5_BATDJ A9RWP8_PHYPA A2FJP7_TRIVA A2GB34_TRIVA A2GFH1_TRIVA Q55FL2_DICDI ALRC_DICDI ALRA_DICDI A2E8D0_TRIVA A0A2K1L868_PHYPA Q7SD67_NEUCR A0A2K3DEH4_CHLRE ALRB_DICDI
OG_888	BTAF1_HUMAN A7SE43_NEMVE A7T4M1_NEMVE A7SE45_NEMVE F4P551_BATDJ A2EY36_TRIVA H3G746_PHYRM A2FTI6_TRIVA A0A2K1KU19_PHYPA A9V735_MONBE A0A0D1C1L3_USTMA A0DXY5_PARTE A0CIA5_PARTE Q54M42_DICDI A0A2K3CUN1_CHLRE B5YN13_THAPS BTAF1_ARATH U9W3M5_NEUCR
OG_889	A7T710_NEMVE H3HCQ4_PHYRM A2E785_TRIVA A2EFJ1_TRIVA A7SCA8_NEMVE A0A2K1K8B9_PHYPA A2DFQ6_TRIVA A2EAF8_TRIVA A2E3B8_TRIVA WDR49_HUMAN H3GRM2_PHYRM A2ER06_TRIVA A7SIN2_NEMVE A9USA1_MONBE H3GLU9_PHYRM EFCB8_HUMAN H3GSU2_PHYRM A0DQG8_PARTE A0CWI8_PARTE A2FGB1_TRIVA A0CDY1_PARTE A0CMU4_PARTE A2DER3_TRIVA A7SZA2_NEMVE A7SBD4_NEMVE Q4Q496_LEIMA A7T2V5_NEMVE A7SBD6_NEMVE A2EYC3_TRIVA F4PE62_BATDJ Q1K7L8_NEUCR A0CEC2_PARTE A0C3A1_PARTE A7RW01_NEMVE A2F8Z8_TRIVA A0A2K3DIJ7_CHLRE A7T2C9_NEMVE A7T2C8_NEMVE A0A2K3CZ36_CHLRE F4P9T5_BATDJ WDR64_HUMAN H3HDT3_PHYRM
OG_890	A2DM75_TRIVA A0A2K1J3W8_PHYPA A0A1P8ATB1_ARATH A0A0D1EBW7_USTMA A2FUN4_TRIVA NAA40_HUMAN H3HC39_PHYRM A9VCL6_MONBE Q7S4E8_NEUCR Q8IE83_PLAF7 B8BWT3_THAPS A7SV95_NEMVE A2EYV0_TRIVA D3KHS3_GIAIC A0A2K3D9W1_CHLRE A2FBX8_TRIVA A2EYG9_TRIVA
OG_891	SYEC_DICDI A0A0D1CIC7_USTMA H3G6S6_PHYRM A0A2K1IJH5_PHYPA Q4Q6W5_LEIMA A9URH0_MONBE A0BIP1_PARTE B8CBE9_THAPS A8JF35_CHLRE A0A2K1ISA7_PHYPA SYEP_HUMAN Q8IDK7_PLAF7 A9S3X4_PHYPA SYEC_ARATH A2EZH8_TRIVA A0A2K1IEL1_PHYPA A0DYL4_PARTE A0DYL5_PARTE A0A2K1J9R6_PHYPA A8BEZ0_GIAIC Q1K698_NEUCR F4NUB4_BATDJ A7T704_NEMVE
OG_892	A0A2K1IM04_PHYPA A0A2K3D693_CHLRE A7T679_NEMVE A2EZN9_TRIVA TTC5_HUMAN A0D1I6_PARTE A0DEP9_PARTE A7RRB4_NEMVE Q4Q6U3_LEIMA
OG_893	TBL1Y_HUMAN HOS15_ARATH A7S5U0_NEMVE B8BS25_THAPS Q54VL8_DICDI A2ELX2_TRIVA TBL1R_HUMAN A2DT23_TRIVA F4P212_BATDJ A0A0D1E8N3_USTMA A2EZR5_TRIVA Q1K8X0_NEUCR H3HC71_PHYRM A9V922_MONBE A2DDD7_TRIVA A0A2K1JL04_PHYPA A0A2K3D4J8_CHLRE TBL1X_HUMAN
OG_894	Q8VY15_ARATH A7TDB3_NEMVE Q55CS2_DICDI A0A0D1DWR5_USTMA A0A2K1J990_PHYPA A0A2K1IDN8_PHYPA A9V1V4_MONBE A0A2K3DHN1_CHLRE B8BZK6_THAPS Q7SAJ0_NEUCR RBM25_HUMAN A0DYG8_PARTE A0BIK2_PARTE F4PCI5_BATDJ A2F001_TRIVA C6KSU9_PLAF7 A7SW43_NEMVE
OG_895	A2FUU6_TRIVA A2DP97_TRIVA A2D8I6_TRIVA A2DNT3_TRIVA A2DRE8_TRIVA A2FJ05_TRIVA A2FRT9_TRIVA A2FVV0_TRIVA Q54Q60_DICDI A2F0H1_TRIVA A2FPH9_TRIVA A2EGD9_TRIVA A2F0H2_TRIVA
OG_896	A0A2K1KUK2_PHYPA CDK15_HUMAN A2DGG9_TRIVA Q4QC88_LEIMA F4NUD8_BATDJ Q7RVR4_NEUCR A9SAY5_PHYPA A7RGF7_NEMVE A8JEV2_CHLRE A9UYT0_MONBE CDKA1_ARATH F4P3N0_BATDJ A9U067_PHYPA H3G8Q7_PHYRM CKB22_ARATH A0DZK8_PARTE A9S3I0_PHYPA A0DCV3_PARTE A0BDW6_PARTE A0CPA1_PARTE A0BQ26_PARTE A0EB44_PARTE A0D6H4_PARTE A9RC83_PHYPA A7RK70_NEMVE CDK18_HUMAN CKB11_ARATH A2DQ28_TRIVA CDC2H_PLAF7 A7RXQ4_NEMVE B5YMU1_THAPS A0EFF2_PARTE F4NVN1_BATDJ CDK1_DICDI A0DR22_PARTE A0DY48_PARTE A0BIA5_PARTE A7RXS1_NEMVE CDK5_DICDI A8BZ95_GIAIC Q4QES1_LEIMA A8B2A9_GIAIC CKB12_ARATH A9USQ6_MONBE A9TPJ3_PHYPA A2F168_TRIVA A0A2K1IAX6_PHYPA A0A2K1J729_PHYPA CDK3_HUMAN CDK14_HUMAN A7S4F0_NEMVE CDK5_HUMAN CDK16_HUMAN CDK17_HUMAN A9UYZ3_MONBE A0A0D1CVU9_USTMA CDK1_HUMAN H3G9A3_PHYRM CKB21_ARATH A0BNB4_PARTE A2DPW6_TRIVA A9RYX4_PHYPA A2D9J7_TRIVA B8BWY0_THAPS A0A0D1DPA7_USTMA A8I1P3_CHLRE Q7RVB3_NEUCR A0E076_PARTE A0DVW7_PARTE A2DNR2_TRIVA CDK2_HUMAN
OG_897	A9T442_PHYPA EXOS7_HUMAN A8BNT9_GIAIC A7SMZ0_NEMVE A2F1F8_TRIVA EXOS7_DICDI F4PB33_BATDJ Q1K542_NEUCR B8C5B2_THAPS Q9FPI0_ARATH A9UX75_MONBE A0A2K3DY78_CHLRE Q4QCR0_LEIMA Q8IDT4_PLAF7 H3GCB3_PHYRM A0A0D1D0Y4_USTMA
OG_898	Q55BJ2_DICDI A0BEI4_PARTE CER7_ARATH A0A0D1E9L4_USTMA A9USE9_MONBE H3GYQ9_PHYRM A2DPV1_TRIVA A0A2K3DXB8_CHLRE Q4QBI9_LEIMA A0A2K1JCL6_PHYPA Q7RZN0_NEUCR A0D7R2_PARTE F4PAR3_BATDJ A7S657_NEMVE A2F1P7_TRIVA B8CD66_THAPS B8BXR0_THAPS CER7L_ARATH Q8ID62_PLAF7 A8B493_GIAIC EXOS9_HUMAN
OG_899	A0A2K1KL74_PHYPA A2F2P2_TRIVA A0A2K3CV71_CHLRE Q1K5Z3_NEUCR HMCS2_HUMAN H3G836_PHYRM A9V939_MONBE A9T7U1_PHYPA HMCSB_DICDI B8BSY2_THAPS HCS1_USTMA A0DKI0_PARTE A0E100_PARTE HMCSA_DICDI Q4QAB9_LEIMA A2FZ93_TRIVA HMCS1_HUMAN F4PBB0_BATDJ A8BYF2_GIAIC A7SJQ1_NEMVE HMCS_ARATH
OG_900	A2FKW8_TRIVA A2FW05_TRIVA A2EWL3_TRIVA A2DWH1_TRIVA A2D7A0_TRIVA A2F3Y7_TRIVA A2ESE7_TRIVA A2FCP9_TRIVA ANFY1_HUMAN A2EC32_TRIVA A2DY89_TRIVA A7TAX2_NEMVE A2FUK6_TRIVA A2EJ92_TRIVA A2EBA9_TRIVA A2GRZ8_TRIVA A2EBD6_TRIVA
OG_901	FNTA_HUMAN A0A2K3E5T8_CHLRE FNTA_ARATH A2EDY3_TRIVA B8BWL1_THAPS H3GQ87_PHYRM Q8I503_PLAF7 F4P3N1_BATDJ A2F4E0_TRIVA A2DKI0_TRIVA FNTA_DICDI A9V9V9_MONBE A0A0D1CV64_USTMA Q1K7Q2_NEUCR A0CPP7_PARTE A2DSI9_TRIVA A7RH36_NEMVE A9TIK1_PHYPA
OG_902	A9UQH7_MONBE UB2L6_HUMAN A9UT34_MONBE UB2L3_HUMAN UB2L5_HUMAN A7SRR4_NEMVE
OG_903	A2F4E9_TRIVA AMY2B_HUMAN AMY1_HUMAN AMYP_HUMAN A2FS25_TRIVA A2FS24_TRIVA A2GBM3_TRIVA A2F050_TRIVA H3GCJ1_PHYRM H3H8M5_PHYRM A2GAK8_TRIVA A2FNR0_TRIVA A2FNR1_TRIVA A0DD72_PARTE A0DD73_PARTE A2ELP7_TRIVA A2ELP8_TRIVA A9V8Z1_MONBE A2D8N6_TRIVA
OG_904	MPS1_ARATH A0A2K1KDU2_PHYPA MPS1_DICDI A0A2K3DKN0_CHLRE TTK_HUMAN A0A0D1DPJ8_USTMA A9UZI6_MONBE B8C0C8_THAPS F4P358_BATDJ Q7SGE4_NEUCR A0A2K1J9H8_PHYPA H3GWD5_PHYRM H3HCY2_PHYRM A2FC79_TRIVA A7SZW1_NEMVE A2F567_TRIVA A8BA50_GIAIC
OG_905	H3GBP4_PHYRM A2F5E0_TRIVA B8BVK1_THAPS FLXL2_ARATH Q8IJI3_PLAF7 A0A2K1KVF0_PHYPA BRN1L_ARATH Q8IB66_PLAF7 A0DJK7_PARTE A0D7E0_PARTE Q8ILZ7_PLAF7 Q4Q440_LEIMA Q4Q441_LEIMA Q4Q442_LEIMA C0H5J5_PLAF7 Q4Q443_LEIMA A7SL69_NEMVE H3GY92_PHYRM A0BP90_PARTE A9UXQ5_MONBE Q6AWW6_ARATH Q8I562_PLAF7 BRN2L_ARATH CELF4_HUMAN A0A2K1IMK5_PHYPA Q54EJ3_DICDI A0A2K1K5U0_PHYPA A0C337_PARTE A0CLW6_PARTE A0A2K3DXG9_CHLRE CELF5_HUMAN Q55D63_DICDI B8BVQ4_THAPS FCA_ARATH CELF6_HUMAN A7SL64_NEMVE A7T3E7_NEMVE A7T0E1_NEMVE A0DWQ6_PARTE CELF2_HUMAN F4NVB9_BATDJ A0E4Y9_PARTE A0A2K1JM19_PHYPA A0A2K1J0X9_PHYPA A0E3I2_PARTE A9T6S9_PHYPA Q8IDB7_PLAF7 Q4Q5Y3_LEIMA A0A2K1J0Y7_PHYPA A0A2K1KVU2_PHYPA CELF3_HUMAN CELF1_HUMAN
OG_906	Q4Q053_LEIMA E2RTZ5_GIAIC A2EPN6_TRIVA ESA1_NEUCR A2ENW6_TRIVA A2F1D2_TRIVA Q869X5_DICDI A2F6N9_TRIVA A9UYF0_MONBE MYST2_ARATH A9URG9_MONBE B8CEC8_THAPS MYST1_ARATH Q4Q837_LEIMA A0DTL9_PARTE A0A2K3D0S8_CHLRE KAT6B_HUMAN KAT5_HUMAN A7T4V3_NEMVE A0A2K3DV20_CHLRE A2G690_TRIVA B0G130_DICDI A2FPH6_TRIVA F4PE36_BATDJ KAT7_HUMAN A2F781_TRIVA A0A2K1JLZ4_PHYPA Q4QFX1_LEIMA A7S8T4_NEMVE A0A0D1EA79_USTMA A2DTA3_TRIVA B8C892_THAPS ESA1_USTMA KAT6A_HUMAN A9V4T8_MONBE H3HBV1_PHYRM A9V985_MONBE A9V986_MONBE Q7S627_NEUCR Q8III2_PLAF7 A2DWG7_TRIVA A0A2K1L4L9_PHYPA A7S982_NEMVE A7S983_NEMVE F4NT63_BATDJ A0A2K1KNZ9_PHYPA A7SMW6_NEMVE A0A0D1DWY6_USTMA A0A2K3CV69_CHLRE A0A2K3DSK3_CHLRE A0A2K3CXB5_CHLRE A0A2K3E4D5_CHLRE A0A2K3DHF8_CHLRE A0A2K3CN38_CHLRE A0A2K3CV66_CHLRE A2FUS9_TRIVA Q7S5B5_NEUCR E2RTY3_GIAIC A0A2K3E4H5_CHLRE KAT8_HUMAN A2G4N9_TRIVA
OG_907	A0D213_PARTE A0D4I0_PARTE H3GWF8_PHYRM A0A2K3DUG8_CHLRE A7SXU7_NEMVE A9USK0_MONBE F4NXN1_BATDJ MYBPP_HUMAN A2F780_TRIVA
OG_908	A7T7F0_NEMVE H3G5N3_PHYRM A0A2K1L3F0_PHYPA Q7SHV3_NEUCR A0A0D1DVU6_USTMA RSMB_HUMAN A2EG20_TRIVA A7T1G2_NEMVE B8BW36_THAPS A0A2K1KVV5_PHYPA A0A2K1KVY0_PHYPA Q7SG45_NEUCR Q9SUN5_ARATH Q9FI15_ARATH A0A2K1K053_PHYPA A8B788_GIAIC RSMB_DICDI F4NSS5_BATDJ A9UW20_MONBE A0A2K3CX88_CHLRE A2F7C1_TRIVA A0C171_PARTE A0CCJ3_PARTE Q8ILU8_PLAF7 H3GGF3_PHYRM E9ADH7_LEIMA RSMN_HUMAN F4JQU9_ARATH LSMD1_HUMAN
OG_909	A9V1C7_MONBE A0A2K1L091_PHYPA A0A2K3D2W4_CHLRE H3GHL1_PHYRM Q4Q5K5_LEIMA A7SJG9_NEMVE F4K735_ARATH A0A1I9LQF4_ARATH A0A0D1E7J1_USTMA A2F840_TRIVA A0A2K1LB95_PHYPA A7UW37_NEUCR RIC1_HUMAN Q7Y205_ARATH Q54WR7_DICDI A0A2K1JJD0_PHYPA F4NUC8_BATDJ
OG_910	B8C262_THAPS A7RL68_NEMVE A0A2K1JPU2_PHYPA B8C967_THAPS RIFK_NEUCR A0DNQ5_PARTE A2G7J2_TRIVA A2F8E2_TRIVA H3GAA3_PHYRM A9V398_MONBE Q1K4V4_NEUCR A8BVC6_GIAIC A0A0D1DTV2_USTMA A9SHE4_PHYPA A8IM09_CHLRE RIFK_HUMAN Q8IDB3_PLAF7 E9AFE0_LEIMA O23684_ARATH A0A2K3E6B3_CHLRE F4PBB5_BATDJ
OG_911	A7RQL5_NEMVE A7SX90_NEMVE A9UP70_MONBE B8C6L3_THAPS A2F8N6_TRIVA A8BD51_GIAIC A8BD53_GIAIC A9RKI6_PHYPA B8C284_THAPS A2GAR7_TRIVA B5YNI0_THAPS A9V1D9_MONBE A2F8E1_TRIVA SIR1_HUMAN SIR2C_DICDI A0C2R2_PARTE A7RNW2_NEMVE F4NYJ7_BATDJ A2DKF0_TRIVA H3GLH0_PHYRM A0A0D1CD62_USTMA A0A0D1DNZ2_USTMA A2DZ29_TRIVA SIR2_HUMAN SIR2A_DICDI A7RLD5_NEMVE Q7S6G9_NEUCR SIR3_HUMAN A0C6J0_PARTE A2FUN8_TRIVA A0E0H1_PARTE Q7SCL4_NEUCR A7RIU3_NEMVE F4IHD8_ARATH H3GUE2_PHYRM F4P494_BATDJ SIR2D_DICDI A2H9P9_TRIVA SIR2_LEIMA A9V9C1_MONBE A2F9H1_TRIVA
